waypoint_id,x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag,traffic_light_detection,target_traffic_light_camera,start,goal,stop_point,detection_range_front_l,detection_range_front_r,detection_range_rear_l,detection_range_rear_r,fatal_area_left,fatal_area_right,cargo_left,cargo_right,obstacle_detection_distance_change,winker_point,obstacle_sensor_range,mode_change,attention_broadcast,inter_vehicular_distance,minimum_target_point_distance,target_point_ratio,voxel_leaf_size,local_max_slope,preliminary_output,route_change,pause_point,pause_time,cross_point,cross_point_detection_area_left,cross_point_detection_area_right,cross_point_detection_area_front,cross_point_detection_area_back
126,94543.7735,78081.7603,35.3638,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
127,94542.8048,78082.0087,35.3637,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
128,94541.8361,78082.2571,35.3635,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
129,94540.8675,78082.5055,35.3634,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
130,94539.8988,78082.7539,35.3632,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
131,94538.9302,78083.0023,35.3631,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
132,94537.9615,78083.2507,35.3629,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
133,94536.9928,78083.4991,35.3628,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
134,94536.0242,78083.7475,35.3627,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
135,94535.0555,78083.9958,35.3625,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
136,94534.0869,78084.2442,35.3624,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
137,94533.1182,78084.4926,35.3622,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
138,94532.1495,78084.741,35.3621,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
139,94531.1809,78084.9894,35.362,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
140,94530.2122,78085.2378,35.3618,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
141,94529.2436,78085.4862,35.3617,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
142,94528.2749,78085.7346,35.3615,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
143,94527.3062,78085.983,35.3614,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
144,94526.3376,78086.2313,35.3612,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
145,94525.3689,78086.4797,35.3611,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
146,94524.4003,78086.7281,35.361,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
147,94523.4316,78086.9765,35.3608,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
148,94522.4629,78087.2249,35.3607,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
149,94521.4943,78087.4733,35.3605,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
150,94520.5256,78087.7217,35.3604,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
151,94519.5569,78087.9701,35.3603,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
152,94518.5883,78088.2185,35.3601,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
153,94517.6196,78088.4669,35.36,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
154,94516.651,78088.7152,35.3598,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
155,94515.6823,78088.9636,35.3597,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
156,94514.7136,78089.212,35.3595,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
157,94513.745,78089.4604,35.3594,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
158,94512.7763,78089.7088,35.3593,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
159,94511.8077,78089.9572,35.3591,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
160,94510.839,78090.2056,35.359,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
161,94509.8703,78090.454,35.3588,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
162,94508.9017,78090.7024,35.3587,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
163,94507.933,78090.9507,35.3586,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
164,94506.9644,78091.1991,35.3584,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
165,94505.9957,78091.4475,35.3583,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
166,94505.027,78091.6959,35.3581,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
167,94504.0584,78091.9443,35.358,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
168,94503.0897,78092.1927,35.3578,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
169,94502.1211,78092.4411,35.3577,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
170,94501.1524,78092.6895,35.3576,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
171,94500.1837,78092.9379,35.3574,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
172,94499.2151,78093.1862,35.3573,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
173,94498.2464,78093.4346,35.3571,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
174,94497.2778,78093.683,35.357,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
175,94496.3091,78093.9314,35.3569,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
176,94495.3404,78094.1798,35.3567,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
177,94494.3718,78094.4282,35.3566,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
178,94493.4031,78094.6766,35.3564,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,1.75,1.75,0,0,0,0,1,5,0,0,0,0,0
179,94492.4345,78094.925,35.3563,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
180,94491.4658,78095.1734,35.3561,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,1,30,30,7,0
181,94490.4971,78095.4218,35.356,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
182,94489.5285,78095.6701,35.3559,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
183,94488.5598,78095.9185,35.3557,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
184,94487.5912,78096.1669,35.3556,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
185,94486.6225,78096.4153,35.3554,2.8906,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
186,94486.4926,78096.4486,35.3554,2.9698,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
187,94485.6986,78096.5864,35.3694,-2.9235,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
188,94485.4452,78096.5302,35.3724,-2.588,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
189,94485.1193,78096.3288,35.3746,-2.3669,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
190,94484.7108,78095.9289,35.3844,-2.0299,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
191,94484.5456,78095.5947,35.3841,-1.9106,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
192,94484.3621,78095.0756,35.3805,-1.7965,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
193,94484.2537,78094.6037,35.378,-1.7268,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
194,94484.1772,78094.1171,35.3685,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
195,94483.9409,78093.1454,35.3689,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
196,94483.7047,78092.1737,35.3692,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
197,94483.4685,78091.202,35.3695,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
198,94483.2323,78090.2303,35.3698,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
199,94482.9961,78089.2586,35.3702,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
200,94482.7598,78088.2869,35.3705,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
201,94482.5236,78087.3152,35.3708,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
202,94482.2874,78086.3435,35.3711,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
203,94482.0512,78085.3718,35.3714,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
204,94481.8149,78084.4001,35.3718,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
205,94481.5787,78083.4284,35.3721,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
206,94481.3425,78082.4567,35.3724,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
207,94481.1063,78081.485,35.3727,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
208,94480.8701,78080.5133,35.373,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
209,94480.6338,78079.5416,35.3734,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
210,94480.3976,78078.5699,35.3737,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
211,94480.1614,78077.5982,35.374,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
212,94479.9252,78076.6265,35.3743,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
213,94479.6889,78075.6548,35.3747,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
214,94479.4527,78074.6831,35.375,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
215,94479.2165,78073.7114,35.3753,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
216,94478.9803,78072.7397,35.3756,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
217,94478.7441,78071.768,35.3759,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
218,94478.5078,78070.7963,35.3763,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
219,94478.2716,78069.8246,35.3766,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
220,94478.0354,78068.8529,35.3769,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
221,94477.7992,78067.8812,35.3772,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
222,94477.563,78066.9095,35.3776,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
223,94477.3267,78065.9378,35.3779,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
224,94477.0905,78064.9661,35.3782,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
225,94476.8543,78063.9944,35.3785,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
226,94476.6181,78063.0227,35.3788,-1.8093,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
227,94476.3952,78062.106,35.3791,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
228,94476.149,78061.1368,35.3794,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
229,94475.9027,78060.1676,35.3797,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
230,94475.6564,78059.1984,35.3799,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
231,94475.4102,78058.2292,35.3802,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
232,94475.1639,78057.26,35.3804,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
233,94474.9176,78056.2908,35.3807,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
234,94474.6713,78055.3216,35.3809,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
235,94474.4251,78054.3524,35.3812,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
236,94474.1788,78053.3832,35.3814,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
237,94473.9325,78052.414,35.3817,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
238,94473.6863,78051.4448,35.382,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
239,94473.44,78050.4756,35.3822,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
240,94473.1937,78049.5064,35.3825,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
241,94472.9475,78048.5372,35.3827,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
242,94472.7012,78047.568,35.383,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
243,94472.4549,78046.5988,35.3832,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
244,94472.2087,78045.6296,35.3835,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
245,94471.9624,78044.6604,35.3838,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
246,94471.7161,78043.6912,35.384,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
247,94471.4699,78042.722,35.3843,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
248,94471.2236,78041.7528,35.3845,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
249,94470.9773,78040.7836,35.3848,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
250,94470.7311,78039.8144,35.385,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
251,94470.4848,78038.8452,35.3853,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
252,94470.2385,78037.876,35.3855,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
253,94469.9923,78036.9068,35.3858,-1.8196,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
